gender|cp|occupation_id|age_id|occupation|age_range
M|06430|7|35|executive/managerial|35-44
M|62707|6|56|doctor/health care|56+
M|78759|12|18|programmer|18-24
F|85255|9|35|homemaker|35-44
M|45242|0|35|other or not specified|35-44
M|97330|12|50|programmer|50-55
F|60302|7|35|executive/managerial|35-44
F|78750|15|45|scientist|45-49
M|78730|17|25|technician/engineer|25-34
F|92108|7|25|executive/managerial|25-34
M|14302|17|35|technician/engineer|35-44
F|90004|0|35|other or not specified|35-44
F|45750|4|18|college/grad student|18-24
M|85719|4|18|college/grad student|18-24
M|12701|10|1|K-12 student|Under 18
M|92037|4|18|college/grad student|18-24
M|48103|1|35|academic/educator|35-44
M|48135|4|18|college/grad student|18-24
M|47303|0|25|other or not specified|25-34
M|02906|4|18|college/grad student|18-24
F|33143|1|18|academic/educator|18-24
F|90230|7|25|executive/managerial|25-34
M|14843|13|56|retired|56+
F|97333|2|25|artist|25-34
F|97401|2|35|artist|35-44
F|33611|3|50|clerical/admin|50-55
M|22046|8|25|farmer|25-34
M|97333|4|25|college/grad student|25-34
M|49042|1|56|academic/educator|56+
M|90069|2|18|artist|18-24
M|77301|16|35|self-employed|35-44
M|90631|1|45|academic/educator|45-49
M|46311|4|1|college/grad student|Under 18
F|94117|4|25|college/grad student|25-34
M|02066|2|18|artist|18-24
F|02421|0|50|other or not specified|50-55
M|94025|12|35|programmer|35-44
M|94063|17|18|technician/engineer|18-24
M|10036|12|35|programmer|35-44
F|55102|3|25|clerical/admin|25-34
M|44056|4|18|college/grad student|18-24
F|98501|3|25|clerical/admin|25-34
M|10309|18|25|tradesman/craftsman|25-34
F|55438|12|25|programmer|25-34
M|55123|12|18|programmer|18-24
M|75023|0|35|other or not specified|35-44
F|92705|1|35|academic/educator|35-44
M|29440|2|45|artist|45-49
M|03106|4|18|college/grad student|18-24
M|03106|4|18|college/grad student|18-24
M|90026|17|35|technician/engineer|35-44
F|48135|4|18|college/grad student|18-24
M|61801|4|18|college/grad student|18-24
F|02148|0|25|other or not specified|25-34
F|66204|9|35|homemaker|35-44
M|97470|4|18|college/grad student|18-24
F|10708|4|18|college/grad student|18-24
M|02115|1|25|academic/educator|25-34
M|55126|1|50|academic/educator|50-55
M|90028|0|25|other or not specified|25-34
M|23451|0|25|other or not specified|25-34
F|06107|11|25|lawyer|25-34
M|30024|17|35|technician/engineer|35-44
M|43202|4|18|college/grad student|18-24
F|02155|1|35|academic/educator|35-44
F|55410|1|25|academic/educator|25-34
M|55410|20|25|writer|25-34
M|77252|7|25|executive/managerial|25-34
F|45459|6|35|doctor/health care|35-44
F|97403|0|50|other or not specified|50-55
M|01581|16|25|self-employed|25-34
M|78703|4|25|college/grad student|25-34
M|98105|12|18|programmer|18-24
F|90802|1|1|academic/educator|Under 18
F|87110|4|25|college/grad student|25-34
M|93448|16|45|self-employed|45-49
M|90004|2|25|artist|25-34
F|19107|0|25|other or not specified|25-34
M|98108|15|35|scientist|35-44
F|89134|20|45|writer|45-49
M|30030|0|35|other or not specified|35-44
F|06810|3|25|clerical/admin|25-34
F|38028|3|45|clerical/admin|45-49
F|10021|5|25|customer service|25-34
M|55112|4|25|college/grad student|25-34
M|20910|17|25|technician/engineer|25-34
F|91423|6|25|doctor/health care|25-34
M|91101|15|18|scientist|18-24
M|34170|12|25|programmer|25-34
M|64112|20|25|writer|25-34
M|02118|17|18|technician/engineer|18-24
M|98166|12|35|programmer|35-44
M|33142|0|25|other or not specified|25-34
M|92656|17|25|technician/engineer|25-34
M|22039|6|50|doctor/health care|50-55
F|43201|11|25|lawyer|25-34
M|10002|0|25|other or not specified|25-34
M|56520|4|18|college/grad student|18-24
M|98133|12|18|programmer|18-24
M|55414|10|25|K-12 student|25-34
M|65211|5|18|customer service|18-24
M|48323|17|35|technician/engineer|35-44
M|98034|12|25|programmer|25-34
M|83704|0|35|other or not specified|35-44
M|77025|0|25|other or not specified|25-34
M|37027|1|45|academic/educator|45-49
M|55414|4|18|college/grad student|18-24
M|32118|2|25|artist|25-34
F|22209|7|25|executive/managerial|25-34
M|90401|2|25|artist|25-34
M|30337|12|25|programmer|25-34
M|10025|7|25|executive/managerial|25-34
M|32118|2|25|artist|25-34
F|10003|0|25|other or not specified|25-34
M|10012|2|18|artist|18-24
M|21117|7|25|executive/managerial|25-34
M|32835|7|25|executive/managerial|25-34
F|90036|2|25|artist|25-34
M|98467|7|35|executive/managerial|35-44
M|33720|4|18|college/grad student|18-24
M|55455|4|18|college/grad student|18-24
M|12345|15|25|scientist|25-34
F|72801|4|25|college/grad student|25-34
M|11217|11|25|lawyer|25-34
M|46229|17|35|technician/engineer|35-44
M|89128|13|56|retired|56+
F|78728|4|25|college/grad student|25-34
M|81679|14|25|sales/marketing|25-34
M|85719|20|25|writer|25-34
F|90272|16|50|self-employed|50-55
F|85260|7|25|executive/managerial|25-34
M|02138|4|18|college/grad student|18-24
M|31605|0|25|other or not specified|25-34
M|49355|14|25|sales/marketing|25-34
M|72837|20|18|writer|18-24
M|92602|4|18|college/grad student|18-24
F|92831|3|25|clerical/admin|25-34
F|92870|0|25|other or not specified|25-34
M|61801|4|18|college/grad student|18-24
F|73160|4|25|college/grad student|25-34
F|95616|4|25|college/grad student|25-34
M|55112|7|25|executive/managerial|25-34
M|07663|7|35|executive/managerial|35-44
M|92880|12|25|programmer|25-34
M|15217|15|25|scientist|25-34
F|15213|15|25|scientist|25-34
M|77521|17|25|technician/engineer|25-34
M|55408|7|25|executive/managerial|25-34
M|08854-3115|1|25|academic/educator|25-34
M|95616|15|18|scientist|18-24
M|55118|12|18|programmer|18-24
M|60611|7|35|executive/managerial|35-44
M|32607|4|18|college/grad student|18-24
M|77056|2|25|artist|25-34
F|94546|5|35|customer service|35-44
M|23518|0|50|other or not specified|50-55
M|08461|0|25|other or not specified|25-34
F|10128|3|50|clerical/admin|50-55
M|55408|12|18|programmer|18-24
M|55317|12|25|programmer|25-34
F|10018|14|18|sales/marketing|18-24
M|10014|16|35|self-employed|35-44
M|95129|17|25|technician/engineer|25-34
F|94132|6|25|doctor/health care|25-34
F|44313|5|35|customer service|35-44
F|02125|20|18|writer|18-24
M|07430|14|25|sales/marketing|25-34
M|07436|12|25|programmer|25-34
M|12866|12|25|programmer|25-34
M|60510|7|50|executive/managerial|50-55
F|21214|18|25|tradesman/craftsman|25-34
M|55337|7|18|executive/managerial|18-24
M|92122|1|50|academic/educator|50-55
M|32935|12|35|programmer|35-44
M|55344|13|56|retired|56+
M|90292|16|25|self-employed|25-34
M|97062|17|1|technician/engineer|Under 18
M|27707|12|25|programmer|25-34
M|02912|4|18|college/grad student|18-24
M|92019|0|25|other or not specified|25-34
M|92648|15|25|scientist|25-34
M|80228|4|18|college/grad student|18-24
F|45219|4|18|college/grad student|18-24
F|94110|14|18|sales/marketing|18-24
M|94110|12|25|programmer|25-34
M|57106|0|18|other or not specified|18-24
F|98144|1|25|academic/educator|25-34
M|35216|7|45|executive/managerial|45-49
F|24060|4|18|college/grad student|18-24
M|90254|0|35|other or not specified|35-44
M|80304|16|45|self-employed|45-49
F|80304|16|35|self-employed|35-44
M|44089|20|18|writer|18-24
M|60610|7|35|executive/managerial|35-44
M|30342|14|25|sales/marketing|25-34
M|21555|0|25|other or not specified|25-34
F|02115|0|45|other or not specified|45-49
M|20015|16|50|self-employed|50-55
F|11215|17|25|technician/engineer|25-34
F|83705|1|25|academic/educator|25-34
F|10019|7|56|executive/managerial|56+
F|55447|13|50|retired|50-55
M|54481|1|35|academic/educator|35-44
F|92630|0|35|other or not specified|35-44
M|48070|6|56|doctor/health care|56+
F|54302|4|18|college/grad student|18-24
M|54016|7|35|executive/managerial|35-44
M|19106|0|25|other or not specified|25-34
M|10583|7|35|executive/managerial|35-44
M|10014|20|25|writer|25-34
F|93428|14|25|sales/marketing|25-34
M|15237|0|18|other or not specified|18-24
M|10027|4|35|college/grad student|35-44
F|60657|14|25|sales/marketing|25-34
M|05448|14|25|sales/marketing|25-34
F|93105|1|56|academic/educator|56+
M|92630|16|35|self-employed|35-44
M|55112|7|25|executive/managerial|25-34
M|92821|12|35|programmer|35-44
M|60660|2|50|artist|50-55
F|90012|0|1|other or not specified|Under 18
M|87801|4|18|college/grad student|18-24
M|87111|15|18|scientist|18-24
M|05401|7|35|executive/managerial|35-44
M|10069|7|35|executive/managerial|35-44
F|07730|12|25|programmer|25-34
M|55403|4|18|college/grad student|18-24
F|20004|0|50|other or not specified|50-55
M|94089|13|50|retired|50-55
M|98117|12|25|programmer|25-34
F|92647|4|18|college/grad student|18-24
M|08820|2|18|artist|18-24
F|85258|1|35|academic/educator|35-44
M|92649|15|35|scientist|35-44
F|94115|7|25|executive/managerial|25-34
F|92648|4|25|college/grad student|25-34
M|90069|4|25|college/grad student|25-34
M|15330|17|35|technician/engineer|35-44
M|76067|0|50|other or not specified|50-55
F|26505|4|35|college/grad student|35-44
F|95843|6|35|doctor/health care|35-44
F|91902|15|25|scientist|25-34
M|92111|15|25|scientist|25-34
M|94105|14|25|sales/marketing|25-34
M|02339|6|45|doctor/health care|45-49
F|95616|4|18|college/grad student|18-24
M|44514|4|25|college/grad student|25-34
M|87505|20|45|writer|45-49
M|55391|14|25|sales/marketing|25-34
M|66048|11|50|lawyer|50-55
F|94536|1|25|academic/educator|25-34
M|53704|15|25|scientist|25-34
F|95616|4|25|college/grad student|25-34
M|78705|4|25|college/grad student|25-34
M|04106|12|25|programmer|25-34
F|45220|20|18|writer|18-24
M|45220|11|18|lawyer|18-24
F|92704|0|35|other or not specified|35-44
M|08330|0|35|other or not specified|35-44
M|11201|7|35|executive/managerial|35-44
M|02062|20|25|writer|25-34
M|10028|7|35|executive/managerial|35-44
M|55391|20|25|writer|25-34
M|94107|17|25|technician/engineer|25-34
M|10014|7|35|executive/managerial|35-44
M|92880|15|45|scientist|45-49
M|33486|7|25|executive/managerial|25-34
M|79705|17|25|technician/engineer|25-34
M|20009|3|45|clerical/admin|45-49
M|66208|16|35|self-employed|35-44
M|48197|6|25|doctor/health care|25-34
M|44706|4|25|college/grad student|25-34
F|80013|7|35|executive/managerial|35-44
M|27514-3540|13|56|retired|56+
M|94133|14|25|sales/marketing|25-34
M|95695|6|45|doctor/health care|45-49
M|90292|14|25|sales/marketing|25-34
F|27516|7|25|executive/managerial|25-34
F|79410|6|50|doctor/health care|50-55
M|37343|14|45|sales/marketing|45-49
M|78749|4|18|college/grad student|18-24
M|92123|18|18|tradesman/craftsman|18-24
M|90292|14|18|sales/marketing|18-24
M|91325|4|18|college/grad student|18-24
M|20876|10|1|K-12 student|Under 18
F|19119|4|25|college/grad student|25-34
M|19119|5|35|customer service|35-44
F|85719|2|25|artist|25-34
M|74074|17|25|technician/engineer|25-34
M|06405|17|56|technician/engineer|56+
F|92649|5|45|customer service|45-49
M|94708|20|56|writer|56+
M|60045|14|45|sales/marketing|45-49
M|90640|6|50|doctor/health care|50-55
F|15701-1348|20|18|writer|18-24
M|20707|17|25|technician/engineer|25-34
M|12561|14|45|sales/marketing|45-49
M|90039|4|25|college/grad student|25-34
F|90039|4|18|college/grad student|18-24
M|90292|20|35|writer|35-44
M|06516|7|25|executive/managerial|25-34
M|78731|12|25|programmer|25-34
M|92557|19|1|unemployed|Under 18
M|78705|4|25|college/grad student|25-34
M|30047|13|56|retired|56+
F|92308|13|56|retired|56+
M|56082|1|25|academic/educator|25-34
M|95380|1|35|academic/educator|35-44
F|68516|4|18|college/grad student|18-24
M|11784|14|35|sales/marketing|35-44
M|48083|17|35|technician/engineer|35-44
F|39180|14|35|sales/marketing|35-44
M|64138|7|45|executive/managerial|45-49
M|91423|12|18|programmer|18-24
M|91790-1161|19|56|unemployed|56+
M|72601|18|50|tradesman/craftsman|50-55
F|47933|1|35|academic/educator|35-44
F|06854|7|25|executive/managerial|25-34
M|06854|7|25|executive/managerial|25-34
M|29404-2205|16|18|self-employed|18-24
M|09142|0|35|other or not specified|35-44
M|10023|0|25|other or not specified|25-34
M|93436|17|35|technician/engineer|35-44
M|97214|4|25|college/grad student|25-34
M|08053|16|45|self-employed|45-49
M|44118|17|25|technician/engineer|25-34
M|48097|16|45|self-employed|45-49
M|91730|20|25|writer|25-34
F|92705|5|25|customer service|25-34
F|79912|4|18|college/grad student|18-24
M|08902|0|35|other or not specified|35-44
M|18655|7|25|executive/managerial|25-34
M|54016|7|35|executive/managerial|35-44
F|91362|7|35|executive/managerial|35-44
M|94546|16|45|self-employed|45-49
F|92054|4|18|college/grad student|18-24
F|20815|0|18|other or not specified|18-24
F|92870|5|18|customer service|18-24
M|30533|0|35|other or not specified|35-44
M|92688|17|35|technician/engineer|35-44
M|18615|7|25|executive/managerial|25-34
M|400060|1|25|academic/educator|25-34
M|95031|7|35|executive/managerial|35-44
M|64055|18|25|tradesman/craftsman|25-34
F|91790|1|25|academic/educator|25-34
M|22936|20|25|writer|25-34
F|92646|0|25|other or not specified|25-34
M|91790|4|25|college/grad student|25-34
F|90212|0|25|other or not specified|25-34
F|04046|9|35|homemaker|35-44
M|17033|13|56|retired|56+
M|23059|17|50|technician/engineer|50-55
M|08750|14|35|sales/marketing|35-44
M|10025|16|50|self-employed|50-55
M|55435|14|25|sales/marketing|25-34
M|14701|18|45|tradesman/craftsman|45-49
M|92833|4|18|college/grad student|18-24
M|55405|2|25|artist|25-34
M|55118|13|56|retired|56+
M|94709|16|18|self-employed|18-24
M|64801|5|35|customer service|35-44
M|89193|4|25|college/grad student|25-34
M|10803|16|35|self-employed|35-44
M|03570|17|25|technician/engineer|25-34
M|48135|4|18|college/grad student|18-24
M|20037|1|35|academic/educator|35-44
M|20815|0|50|other or not specified|50-55
M|96671|0|25|other or not specified|25-34
F|55305|10|1|K-12 student|Under 18
M|03070|16|56|self-employed|56+
M|91304|7|35|executive/managerial|35-44
F|32212|9|25|homemaker|25-34
M|55414|4|18|college/grad student|18-24
M|94706|1|18|academic/educator|18-24
F|92646|1|25|academic/educator|25-34
M|13603|0|18|other or not specified|18-24
F|02476|20|45|writer|45-49
M|48135|4|18|college/grad student|18-24
M|08108|6|50|doctor/health care|50-55
M|60563|12|35|programmer|35-44
M|90069|7|35|executive/managerial|35-44
M|02134|7|25|executive/managerial|25-34
M|15217|12|25|programmer|25-34
M|55414|5|25|customer service|25-34
M|30033|20|18|writer|18-24
M|14623|4|25|college/grad student|25-34
M|08742|14|25|sales/marketing|25-34
M|76109|7|35|executive/managerial|35-44
M|30306|20|35|writer|35-44
M|48342|5|35|customer service|35-44
M|95380|8|25|farmer|25-34
M|92084|14|35|sales/marketing|35-44
F|85214|7|25|executive/managerial|25-34
F|60050|5|45|customer service|45-49
M|14830|17|25|technician/engineer|25-34
M|48127|4|25|college/grad student|25-34
M|20653|1|35|academic/educator|35-44
M|02139|4|18|college/grad student|18-24
M|85213|18|25|tradesman/craftsman|25-34
F|92084|17|25|technician/engineer|25-34
M|75146|17|25|technician/engineer|25-34
M|80129|7|35|executive/managerial|35-44
M|20850|12|25|programmer|25-34
F|14616|2|18|artist|18-24
F|22305|3|18|clerical/admin|18-24
M|16801|1|45|academic/educator|45-49
F|48105|7|25|executive/managerial|25-34
M|94501|7|45|executive/managerial|45-49
M|43221|5|25|customer service|25-34
M|84088|7|25|executive/managerial|25-34
M|92111|6|25|doctor/health care|25-34
M|48135|20|18|writer|18-24
M|90046|20|25|writer|25-34
M|78267|14|25|sales/marketing|25-34
M|47933|1|45|academic/educator|45-49
F|94602|7|25|executive/managerial|25-34
F|15208|1|45|academic/educator|45-49
F|48867|6|45|doctor/health care|45-49
M|27410|12|25|programmer|25-34
M|55113|12|18|programmer|18-24
M|48867|4|18|college/grad student|18-24
M|48867|1|45|academic/educator|45-49
M|98503|0|35|other or not specified|35-44
F|37203|0|25|other or not specified|25-34
F|78735|0|25|other or not specified|25-34
M|76116|17|18|technician/engineer|18-24
M|32822|17|56|technician/engineer|56+
F|94109|14|25|sales/marketing|25-34
M|20878|12|18|programmer|18-24
F|48219|17|35|technician/engineer|35-44
M|33401|14|50|sales/marketing|50-55
F|92009|20|35|writer|35-44
M|30620|7|25|executive/managerial|25-34
M|94131|12|25|programmer|25-34
F|60640|3|18|clerical/admin|18-24
M|02142|14|25|sales/marketing|25-34
M|78251|5|25|customer service|25-34
F|94117|11|25|lawyer|25-34
M|07702|14|25|sales/marketing|25-34
M|07981|7|35|executive/managerial|35-44
M|92122|0|18|other or not specified|18-24
F|07701|0|25|other or not specified|25-34
M|54401|17|25|technician/engineer|25-34
M|19083|20|25|writer|25-34
M|02131|0|45|other or not specified|45-49
M|76266|4|18|college/grad student|18-24
M|10012|4|1|college/grad student|Under 18
M|95409|0|35|other or not specified|35-44
F|73160|4|25|college/grad student|25-34
M|80301|15|25|scientist|25-34
F|78251|14|25|sales/marketing|25-34
M|45383|14|25|sales/marketing|25-34
M|94306|14|25|sales/marketing|25-34
M|55421|14|25|sales/marketing|25-34
M|94546|20|25|writer|25-34
M|02176|17|45|technician/engineer|45-49
M|49887|17|35|technician/engineer|35-44
M|80302|4|18|college/grad student|18-24
M|33156|6|25|doctor/health care|25-34
F|02472|16|35|self-employed|35-44
M|10538|11|35|lawyer|35-44
M|33133|14|25|sales/marketing|25-34
M|44126|0|50|other or not specified|50-55
F|10024|1|50|academic/educator|50-55
M|10019|7|25|executive/managerial|25-34
M|78626|4|18|college/grad student|18-24
M|59405|0|25|other or not specified|25-34
M|94122|4|18|college/grad student|18-24
M|08043|17|50|technician/engineer|50-55
F|30260|7|45|executive/managerial|45-49
M|28403|4|18|college/grad student|18-24
M|94121|0|25|other or not specified|25-34
F|98225|0|18|other or not specified|18-24
M|60611|4|18|college/grad student|18-24
M|80228|17|45|technician/engineer|45-49
M|60201|4|18|college/grad student|18-24
M|74136|0|25|other or not specified|25-34
M|28542|16|25|self-employed|25-34
M|77005|7|35|executive/managerial|35-44
M|61350|17|25|technician/engineer|25-34
M|28607|1|25|academic/educator|25-34
M|94608|4|18|college/grad student|18-24
M|92867|5|35|customer service|35-44
F|94109|2|35|artist|35-44
M|28052|17|25|technician/engineer|25-34
M|77006|3|25|clerical/admin|25-34
M|20650|7|35|executive/managerial|35-44
F|30309|7|35|executive/managerial|35-44
F|80503|7|18|executive/managerial|18-24
M|59715|4|18|college/grad student|18-24
M|02215|7|18|executive/managerial|18-24
F|55455|15|25|scientist|25-34
M|80503|12|18|programmer|18-24
M|02472|0|25|other or not specified|25-34
M|02151|4|18|college/grad student|18-24
M|02115|4|18|college/grad student|18-24
F|02142|4|18|college/grad student|18-24
M|88004|0|50|other or not specified|50-55
M|02140|17|18|technician/engineer|18-24
M|01890|16|25|self-employed|25-34
M|30318|12|18|programmer|18-24
M|55042|3|35|clerical/admin|35-44
M|42101|4|18|college/grad student|18-24
M|53713|12|18|programmer|18-24
F|11215|7|18|executive/managerial|18-24
F|11215|14|25|sales/marketing|25-34
M|40515|0|25|other or not specified|25-34
M|53213|0|25|other or not specified|25-34
M|97469|0|18|other or not specified|18-24
M|53404|7|35|executive/managerial|35-44
F|83355|0|25|other or not specified|25-34
F|02142|4|18|college/grad student|18-24
M|62263-3004|2|35|artist|35-44
M|53213|0|25|other or not specified|25-34
M|41144|5|35|customer service|35-44
F|97361|1|45|academic/educator|45-49
M|77058|0|25|other or not specified|25-34
F|55409|11|25|lawyer|25-34
F|10028|14|35|sales/marketing|35-44
M|55344|2|25|artist|25-34
M|68506|17|35|technician/engineer|35-44
M|77630|18|45|tradesman/craftsman|45-49
M|57103|4|18|college/grad student|18-24
M|97402|10|1|K-12 student|Under 18
M|40504|0|35|other or not specified|35-44
F|77006|4|25|college/grad student|25-34
M|57106|17|18|technician/engineer|18-24
M|02494|3|25|clerical/admin|25-34
M|14803|15|25|scientist|25-34
M|60659|17|25|technician/engineer|25-34
F|92507|4|25|college/grad student|25-34
M|92507|12|35|programmer|35-44
M|41706|20|25|writer|25-34
M|94108|16|35|self-employed|35-44
M|92965|7|45|executive/managerial|45-49
F|60137|7|35|executive/managerial|35-44
M|55447|5|25|customer service|25-34
F|98374|0|56|other or not specified|56+
F|02879|2|35|artist|35-44
M|61600|16|35|self-employed|35-44
M|15203|15|25|scientist|25-34
M|55430|7|56|executive/managerial|56+
M|03038|17|25|technician/engineer|25-34
M|48185|5|18|customer service|18-24
M|66044|17|18|technician/engineer|18-24
M|11364|4|18|college/grad student|18-24
F|74105|6|25|doctor/health care|25-34
M|63304|14|35|sales/marketing|35-44
F|32812|6|25|doctor/health care|25-34
M|33133|2|25|artist|25-34
M|02169|11|25|lawyer|25-34
M|53572|18|25|tradesman/craftsman|25-34
M|53818|0|45|other or not specified|45-49
M|54915|14|25|sales/marketing|25-34
M|98503|0|25|other or not specified|25-34
F|48823|2|18|artist|18-24
M|19050|12|35|programmer|35-44
M|10044|4|18|college/grad student|18-24
M|04287|11|35|lawyer|35-44
M|48867|10|1|K-12 student|Under 18
F|33314|6|35|doctor/health care|35-44
M|54915|18|25|tradesman/craftsman|25-34
M|68046|7|50|executive/managerial|50-55
F|00231|0|56|other or not specified|56+
M|96714|3|50|clerical/admin|50-55
M|32219|0|18|other or not specified|18-24
F|32219|3|18|clerical/admin|18-24
M|57382|1|18|academic/educator|18-24
F|52405|0|35|other or not specified|35-44
F|41075|9|25|homemaker|25-34
M|76543|0|18|other or not specified|18-24
M|60640|20|35|writer|35-44
M|60640|20|35|writer|35-44
M|93611|3|35|clerical/admin|35-44
M|90068|2|25|artist|25-34
F|80010|0|45|other or not specified|45-49
F|02115|15|18|scientist|18-24
M|96158|6|35|doctor/health care|35-44
F|99701|2|56|artist|56+
F|53719|9|25|homemaker|25-34
M|02322|0|1|other or not specified|Under 18
M|85024|0|25|other or not specified|25-34
F|19104|4|35|college/grad student|35-44
M|55446|17|25|technician/engineer|25-34
M|90210|1|56|academic/educator|56+
M|97378|16|25|self-employed|25-34
M|94506|20|35|writer|35-44
F|95405|3|35|clerical/admin|35-44
M|55443|12|25|programmer|25-34
F|78704|7|35|executive/managerial|35-44
F|02879|10|1|K-12 student|Under 18
M|60640|12|18|programmer|18-24
F|02445|15|25|scientist|25-34
M|32506|17|35|technician/engineer|35-44
F|02879|9|35|homemaker|35-44
F|48239|17|25|technician/engineer|25-34
M|30064|6|18|doctor/health care|18-24
M|84321|2|25|artist|25-34
M|29609|14|25|sales/marketing|25-34
M|37205|0|25|other or not specified|25-34
M|45458|0|25|other or not specified|25-34
M|76028|17|25|technician/engineer|25-34
M|33759|0|45|other or not specified|45-49
M|49034|7|35|executive/managerial|35-44
M|22657|17|56|technician/engineer|56+
M|97116|16|50|self-employed|50-55
M|94117|7|25|executive/managerial|25-34
M|33023|4|18|college/grad student|18-24
M|02446|1|18|academic/educator|18-24
M|43209|11|35|lawyer|35-44
M|60068|12|25|programmer|25-34
M|48439|10|18|K-12 student|18-24
M|75075|17|25|technician/engineer|25-34
F|85287|1|35|academic/educator|35-44
M|78731|7|25|executive/managerial|25-34
F|10022|7|50|executive/managerial|50-55
M|77005|4|18|college/grad student|18-24
M|77005|4|18|college/grad student|18-24
M|33881|11|50|lawyer|50-55
M|60441|18|35|tradesman/craftsman|35-44
M|88001|1|50|academic/educator|50-55
M|60062|1|50|academic/educator|50-55
M|06708|0|25|other or not specified|25-34
M|94127|6|25|doctor/health care|25-34
M|90038|2|25|artist|25-34
M|78250|4|18|college/grad student|18-24
M|02370|7|35|executive/managerial|35-44
M|92008|0|25|other or not specified|25-34
F|98188|7|25|executive/managerial|25-34
M|22302|17|25|technician/engineer|25-34
F|53711|11|25|lawyer|25-34
M|97232|17|35|technician/engineer|35-44
M|98106|20|35|writer|35-44
M|80202|7|25|executive/managerial|25-34
M|85210|4|18|college/grad student|18-24
F|94115|0|25|other or not specified|25-34
M|60611|0|25|other or not specified|25-34
M|98103|14|25|sales/marketing|25-34
M|94608|12|25|programmer|25-34
M|96661|15|18|scientist|18-24
M|94901|17|25|technician/engineer|25-34
F|94121|7|25|executive/managerial|25-34
F|34610|5|45|customer service|45-49
M|95121|17|18|technician/engineer|18-24
F|07090|7|25|executive/managerial|25-34
M|29649|4|18|college/grad student|18-24
M|15137|7|35|executive/managerial|35-44
M|08852|12|35|programmer|35-44
M|08753|16|35|self-employed|35-44
F|17055|9|35|homemaker|35-44
F|94043|1|35|academic/educator|35-44
M|95903|0|25|other or not specified|25-34
M|68144|0|45|other or not specified|45-49
F|10706|10|1|K-12 student|Under 18
F|33324|7|45|executive/managerial|45-49
M|60148|14|25|sales/marketing|25-34
M|55123|14|45|sales/marketing|45-49
M|98102|4|25|college/grad student|25-34
M|08406|5|35|customer service|35-44
M|10003|2|25|artist|25-34
M|29205|20|25|writer|25-34
M|06680|7|35|executive/managerial|35-44
F|48109|12|35|programmer|35-44
F|06906|12|25|programmer|25-34
M|06880|0|25|other or not specified|25-34
M|68108|4|25|college/grad student|25-34
F|94939|1|25|academic/educator|25-34
M|29662|7|25|executive/managerial|25-34
F|10706|1|50|academic/educator|50-55
M|30606|2|25|artist|25-34
M|83713|17|25|technician/engineer|25-34
M|55100|5|25|customer service|25-34
M|48070|7|25|executive/managerial|25-34
F|62221|1|50|academic/educator|50-55
M|21202|6|18|doctor/health care|18-24
M|80906|0|25|other or not specified|25-34
M|63116|0|18|other or not specified|18-24
M|21030|7|25|executive/managerial|25-34
M|89147|17|35|technician/engineer|35-44
M|94062|15|25|scientist|25-34
M|28227|12|25|programmer|25-34
M|98502|2|25|artist|25-34
M|19149|7|35|executive/managerial|35-44
M|68516|15|25|scientist|25-34
M|53202|7|25|executive/managerial|25-34
F|30127|3|56|clerical/admin|56+
M|10021|14|25|sales/marketing|25-34
M|92614|1|35|academic/educator|35-44
M|53095|15|35|scientist|35-44
M|97402|12|18|programmer|18-24
F|04255|0|35|other or not specified|35-44
M|30076|7|45|executive/managerial|45-49
M|46725|12|25|programmer|25-34
F|34744|0|18|other or not specified|18-24
M|30097|7|56|executive/managerial|56+
M|89502|12|25|programmer|25-34
M|02818|10|1|K-12 student|Under 18
M|32506|0|35|other or not specified|35-44
M|60042|17|25|technician/engineer|25-34
F|22201|7|25|executive/managerial|25-34
M|92111|17|25|technician/engineer|25-34
M|55428|5|18|customer service|18-24
M|36115|12|18|programmer|18-24
M|94533|17|35|technician/engineer|35-44
M|07728|17|50|technician/engineer|50-55
M|39759|1|25|academic/educator|25-34
M|43065|7|45|executive/managerial|45-49
M|94065|15|25|scientist|25-34
M|80538|18|25|tradesman/craftsman|25-34
M|53048|14|25|sales/marketing|25-34
M|77083|6|35|doctor/health care|35-44
M|32608|4|18|college/grad student|18-24
M|92882|17|25|technician/engineer|25-34
M|74401|7|35|executive/managerial|35-44
M|07030|4|18|college/grad student|18-24
M|20037|4|18|college/grad student|18-24
M|48911|1|25|academic/educator|25-34
M|67443|17|25|technician/engineer|25-34
M|60153|17|25|technician/engineer|25-34
M|02777|4|18|college/grad student|18-24
M|77840|4|18|college/grad student|18-24
M|10009|0|25|other or not specified|25-34
M|44242|1|35|academic/educator|35-44
M|37127|14|25|sales/marketing|25-34
M|01904-1355|7|45|executive/managerial|45-49
M|48070|11|56|lawyer|56+
M|55116|5|18|customer service|18-24
M|96818|0|25|other or not specified|25-34
M|90266|0|25|other or not specified|25-34
F|89128|7|35|executive/managerial|35-44
M|60645|0|25|other or not specified|25-34
F|49442|9|25|homemaker|25-34
M|54703|5|25|customer service|25-34
M|89109|13|45|retired|45-49
M|02026|4|18|college/grad student|18-24
F|60664|0|25|other or not specified|25-34
F|94116|4|18|college/grad student|18-24
F|55555|12|35|programmer|35-44
F|86314|1|18|academic/educator|18-24
M|42518|7|25|executive/managerial|25-34
M|94612|7|56|executive/managerial|56+
F|08810|14|50|sales/marketing|50-55
M|53188|12|18|programmer|18-24
M|92612|7|25|executive/managerial|25-34
